Area,hy,year,effort1,effort2,effort3,eff_catch,aar,ton,cpue
1,2,2004,267,456.0209924,0,11808,2004,15868.75866,34.79830736
1,2,2005,3,123.7238684,0,170,2005,4465.937776,36.09600826
1,2,2006,40,178.1385906,0,1825.5,2006,6165.143317,34.60869033
1,2,2007,0,0,0,0,2007,5.516662079,
1,2,2008,29,85.06028594,0,1863,2008,3820.522777,44.91547065
1,2,2009,106,174.0417252,0,12855,2009,16182.80531,92.98233106
1,2,2010,42,134.1564722,0,3275,2010,7536.775726,56.17899459
1,2,2011,9,125.6532753,0,410,2011,3890.644186,30.96333284
1,2,2012,0,0,0,0,2012,7.994970752,
1,2,2013,94,171.9328629,0,5071,2013,6901.538767,40.14089366
1,2,2014,34.5,80.99185759,0,2254.045,2014,4036.742539,49.84133787
1,2,2015,0,0,0,0,2015,1.210082513,
1,2,2016,0,0,0,0,2016,0.259056852,
1,2,2017,17,51.18333918,0,1285,2017,2327.114091,45.46624211
1,2,2018,72,322.3522467,0,3014.1,2018,6646.001308,20.61720176
2,1,1982,740,3597.397022,0,14181.9,1982,120695.757,33.55085809
2,1,1983,1898.5,3032.068965,0,37000.82,1983,92566.23008,30.52906485
2,1,1984,2553,2471.339297,0,51440.278,1984,86141.20762,34.85608298
2,1,1985,3624,2564.439413,0,63274.192,1985,76421.52796,29.80048099
2,1,1986,4740.5,3884.394184,0,141271.885,1986,181733.2159,46.78547214
2,1,1987,847,778.5339881,0,28846.72,1987,36399.82795,46.75432096
2,1,1988,4626,2660.043238,0,126476.094,1988,107288.7568,40.33346348
2,1,1989,6356,4852.255209,0,154833.386,1989,173509.8503,35.75859943
2,1,1990,4264.5,3380.464552,0,102213.932,1990,101899.4462,30.14362217
2,1,1991,4514,3538.042532,0,151660.588,1991,153868.5341,43.48973555
2,1,1992,5599.5,3792.880649,0,132835.338,1992,135822.7327,35.80991475
2,1,1993,3817.5,2596.805095,0,91811.598,1993,86178.97502,33.18653956
2,1,1994,4093,3096.847033,0,182946.537,1994,184791.8883,59.67097708
2,1,1995,2265,1527.372121,0,76589.58,1995,70518.13279,46.16958227
2,1,1996,2197,1626.907079,0,67147.79,1996,63192.63898,38.84219314
2,1,1997,4746,3439.610413,0,188307.25,1997,178735.3459,51.96383439
2,1,1998,2142.5,1707.091927,0,73306.5,1998,70074.8414,41.04924891
2,1,1999,783,771.9504459,0,26804.5,1999,27461.26698,35.57387281
2,1,2000,2098,1991.131729,0,75887.45,2000,82405.08418,41.38605346
2,1,2001,1516,1362.306647,0,45873.004,2001,49318.91673,36.20250759
2,1,2002,2501.5,2489.388977,0,77567.36,2002,105396.6179,42.33834845
2,1,2003,1198,1034.232093,0,25527.5,2003,25111.06746,24.27991514
2,1,2004,3353.5,3179.336932,0,84354.54,2004,91405.33437,28.74981052
2,1,2005,889.5,815.6908634,0,27247.1,2005,24841.24277,30.45423687
2,1,2006,1179.5,857.642076,0,24910.1,2006,23496.79394,27.39696967
2,1,2007,927,874.4355894,0,41242.53,2007,44069.12965,50.39722786
2,1,2008,946.5,796.7910465,0,30770.7,2008,32602.47107,40.91721564
2,1,2009,849.5,607.7724678,0,28065.9,2009,25399.16352,41.79057931
2,1,2010,1189.5,948.3065354,0,41196.2,2010,44910.33947,47.35846248
2,1,2011,861,665.1830905,0,22228.48,2011,24044.69939,36.14749042
2,1,2012,620,447.2050989,0,10898.654,2012,11519.59559,25.7590882
2,1,2013,2207,1617.885576,0,42791.289,2013,43818.34941,27.0837135
2,1,2014,1537.166667,1344.42209,0,56170.328,2014,62109.77829,46.19812389
2,1,2015,1130.5,1213.793426,0,28839.85,2015,38723.10548,31.90255002
2,1,2016,415.5,413.4747826,0,7898.45,2016,9519.118295,23.02224633
2,1,2017,1717,1837.83458,0,117515.264,2017,130640.2064,71.08376772
2,1,2018,824,555.1826171,0,16737.58,2018,20283.85688,36.53546826
2,2,1982,80,537.1311585,0,2018.9,1982,18203.41662,33.89007755
2,2,1983,1160.5,1687.407423,0,25054.755,1983,63641.38407,37.71548187
2,2,1984,1308,1537.744947,0,21159.626,1984,47256.90015,30.73129925
2,2,1985,1312,1005.371179,0,29576.77,1985,35467.51941,35.27803476
2,2,1986,1402,1153.768912,0,33971.406,1986,43847.91705,38.00407222
2,2,1987,404.5,374.442751,0,10345.225,1987,12667.17715,33.82940949
2,2,1988,2597,1215.496753,0,68733.412,1988,44253.81754,36.40800969
2,2,1989,3078,1699.947711,0,70997.08,1989,53782.36261,31.63765701
2,2,1990,2461,828.2502953,0,70428.72,1990,31896.45201,38.51064369
2,2,1991,3351.5,1578.666615,0,94103.269,1991,61696.69842,39.08152477
2,2,1992,3740,1150.780114,0,110886.517,1992,48418.292,42.07432107
2,2,1993,3885,1798.717501,0,95353.78,1993,61784.70871,34.34931205
2,2,1994,3731,1132.870852,0,139085.792,1994,60151.61468,53.09662135
2,2,1995,3483,969.5268384,0,132160.781,1995,51636.64776,53.2596373
2,2,1996,3550,2980.890096,0,121562.19,1996,123266.9323,41.35239082
2,2,1997,1663,1868.331502,0,48657.485,1997,63944.89393,34.22566812
2,2,1998,703.5,1035.633581,0,19213.15,1998,29230.28438,28.22454284
2,2,1999,1283.5,1202.741507,0,42724.65,1999,42624.13938,35.43915224
2,2,2000,635,605.7153543,0,17656.5,2000,19547.15828,32.27119494
2,2,2001,1052,1142.832498,0,37362.15,2001,47890.88457,41.90542767
2,2,2002,600,672.4982961,0,11417.9,2002,15123.41018,22.48839925
2,2,2003,1136.5,1316.454603,0,25074.173,2003,31136.88915,23.65207968
2,2,2004,979,1028.355579,0,23420.7,2004,25432.14408,24.73088551
2,2,2005,19,315.5825256,0,664,2005,9728.029271,30.82562716
2,2,2006,229,377.2785645,0,9073,2006,14455.07084,38.3140528
2,2,2007,0,0,0,0,2007,0.350411705,
2,2,2008,49,109.1421534,0,1192.5,2008,3052.906019,27.97183237
2,2,2009,248,193.9557719,0,12067.5,2009,11649.62216,60.06329198
2,2,2010,284,187.2463152,0,8782.68,2010,7559.551792,40.3722326
2,2,2011,15,11.47775946,0,265,2011,265.4775116,23.12973299
2,2,2012,39,24.89047355,0,1143.151,2012,1152.621822,46.3077498
2,2,2013,245,180.9448181,0,4086.55,2013,4354.092231,24.06309435
2,2,2014,32.5,71.24331583,0,820.25,2014,2597.691873,36.46225394
2,2,2015,19,19.41796445,0,682.1,2015,769.2079217,39.61321095
2,2,2016,4,15.0359235,0,9.2,2016,50.25966687,3.342639171
2,2,2017,201,254.8173481,0,7802.72,2017,10673.35729,41.88630549
2,2,2018,3,5.555958442,0,100.191,2018,284.8229696,51.26441685
3,1,1982,168,1072.640705,0,5292,1982,42891.03326,39.98639347
3,1,1983,230,738.6356152,0,4957,1983,21008.02005,28.44165596
3,1,1984,814,1171.827287,0,26319.88,1984,43578.42911,37.1884403
3,1,1985,163.5,508.0359951,0,4744.1,1985,17131.01162,33.72007453
3,1,1986,1584,2508.490979,0,89078.833,1986,138019.8328,55.02106005
3,1,1987,2468,5062.613189,0,206609.3,1987,394338.8842,77.89235904
3,1,1988,2279.5,6030.024341,0,116855.35,1988,288174.1499,47.7898817
3,1,1989,3534.5,7585.618336,0,177743.75,1989,371557.343,48.98181355
3,1,1990,1819,3738.354697,0,54317.2,1990,105553.8426,28.23537387
3,1,1991,2418,4750.443302,0,114854,1991,215769.8348,45.42098939
3,1,1992,1093,2289.706903,0,38102.25,1992,83068.22439,36.27897714
3,1,1993,2158.5,3949.645614,0,88491.2,1993,155984.4361,39.49327391
3,1,1994,1673,4410.933651,0,97669.5,1994,242027.2231,54.86983987
3,1,1995,1406,3589.457357,0,86989.2,1995,203150.8173,56.59652619
3,1,1996,1273.5,3146.552677,0,49264.5,1996,110862.3961,35.23297001
3,1,1997,1418,5895.070493,0,102613.34,1997,394181.4678,66.8662857
3,1,1998,1580,7059.104146,0,96215.5,1998,354639.4951,50.23859795
3,1,1999,288.5,3204.087718,0,10304.5,1999,94654.58387,29.54182039
3,1,2000,1366.5,4039.516765,0,79234.3,2000,192474.4552,47.64789117
3,1,2001,398,1681.05097,0,16989,2001,59950.5728,35.66255508
3,1,2002,321.5,2490.703092,0,15974,2002,114646.0271,46.02958397
3,1,2003,202.5,1246.06744,0,4602.6,2003,22802.95142,18.29993361
3,1,2004,168,862.0290537,0,4647.5,2004,21631.77629,25.0940223
3,1,2005,138.5,467.6907453,0,4838,2005,13982.35125,29.89657459
3,1,2006,24.5,200.0537333,0,792,2006,6958.508663,34.78319824
3,1,2007,309,1213.937905,0,23978,2007,75375.7182,62.09190592
3,1,2008,140.5,1344.418855,0,9530.2,2008,74943.12296,55.74387973
3,1,2009,66,109.6302546,0,3658,2009,6024.274661,54.95084076
3,1,2010,70,1435.992053,0,2752,2010,60250.84082,41.95764226
3,1,2011,519.5,923.7704365,0,86783.855,2011,92450.23675,100.079233
3,1,2012,315,560.6142174,0,40206.001,2012,40141.24356,71.60225752
3,1,2013,190.5,272.6031044,0,9539.462,2013,9838.313695,36.0902482
3,1,2014,571.1666667,1093.517679,0,84582.551,2014,97310.36992,88.98838287
3,1,2015,733,1440.522739,0,100761.382,2015,106703.3052,74.07262812
3,1,2016,298.5,560.7306116,0,42384.986,2016,44073.97748,78.60098336
3,1,2017,503,1246.718299,0,121844.138,2017,115642.1049,92.75720505
3,1,2018,579,1477.350535,0,73013.067,2018,74351.7556,50.32776843
3,2,1982,8,194.3900484,0,67,1982,2756.870883,14.18216059
3,2,1983,39,125.7843954,0,1034,1983,3819.573376,30.36603517
3,2,1984,129,206.5004786,0,2265.517,1984,5532.132582,26.7899262
3,2,1985,85,110.4824892,0,1872.35,1985,3728.182131,33.74455226
3,2,1986,1275.5,2132.762734,0,90293.65,1986,144313.696,67.66514329
3,2,1987,22,31.10516773,0,614.3,1987,959.4951838,30.84680952
3,2,1988,564.5,1442.131904,0,18631,1988,48744.47267,33.80028728
3,2,1989,98,91.51077007,0,2585,1989,2694.177989,29.4411028
3,2,1990,592.5,1404.748523,0,26129.15,1990,57669.77762,41.05345311
3,2,1991,765.5,1113.10142,0,42640.5,1991,59068.88374,53.06693774
3,2,1992,159.5,93.08008701,0,6571.5,1992,3953.506828,42.47424938
3,2,1993,422.5,1174.245152,0,15389.8,1993,44138.30454,37.58866236
3,2,1994,413,442.9768094,0,23458.5,1994,25254.17592,57.01015355
3,2,1995,74.5,201.1610395,0,3750,1995,10017.18075,49.79682333
3,2,1996,505,1205.455071,0,20437.9,1996,48441.30901,40.18508043
3,2,1997,191,1854.407639,0,9575,1997,79911.68867,43.09283837
3,2,1998,883,4003.313322,0,30837,1998,120203.1016,30.02590401
3,2,1999,243,2975.092209,0,8889.05,1999,98966.6496,33.26506967
3,2,2000,34,77.73283549,0,1993,2000,4050.934565,52.11355716
3,2,2001,236.5,3044.498938,0,12209,2001,136258.2956,44.75557336
3,2,2002,0,0,0,0,2002,560.8665501,
3,2,2003,158,387.6404006,0,5409.5,2003,12562.16054,32.40673707
3,2,2004,120,401.7730824,0,4355,2004,12026.44114,29.93341682
3,2,2005,0,0,0,0,2005,11.30166166,
3,2,2006,5,4.510156148,0,168,2006,135.5822606,30.06154468
3,2,2007,0,0,0,0,2007,0,
3,2,2008,0,0,0,0,2008,0,
3,2,2009,2,1.773716858,0,135,2009,137.1902807,77.34621233
3,2,2010,9,9.96246973,0,324,2010,290.7306458,29.18258762
3,2,2011,0,0,0,0,2011,0,
3,2,2012,0,0,0,0,2012,0,
3,2,2013,0,0,0,0,2013,0,
3,2,2014,2,2.497220653,0,740,2014,744.3893112,298.0871196
3,2,2015,0,0,0,0,2015,0.017995321,
3,2,2016,0,0,0,0,2016,0,
3,2,2017,0,0,0,0,2017,0,
3,2,2018,12,12.01610098,0,493.5,2018,581.4598108,48.39005697
4,1,1982,13,36.52739722,0,633,1982,2405.713228,65.86051597
4,1,1983,39,63.38145795,0,1775,1983,2782.122338,43.89489337
4,1,1984,22,47.60905784,0,1111,1984,2563.138514,53.83720306
4,1,1985,534,651.7631096,0,32093,1985,37900.34518,58.15049153
4,1,1986,231,281.1654187,0,11176.625,1986,12538.63647,44.59522983
4,1,1987,106.5,161.0651114,0,6190,1987,7832.977505,48.63236636
4,1,1988,33,40.27164386,0,1161.1,1988,1256.888959,31.21027202
4,1,1989,42,56.32913783,0,3598,1989,4381.874423,77.79054664
4,1,1990,39,49.42860065,0,2988,1990,2926.044921,59.19740562
4,1,1991,102,110.8599071,0,19401,1991,17139.8205,154.6079276
4,1,1992,237,308.8953918,0,61565,1992,67067.67405,217.1209925
4,1,1993,1008.5,1200.037182,0,121668.32,1993,123142.5097,102.6155785
4,1,1994,1047.5,1409.819443,0,128243,1994,147019.004,104.2821509
4,1,1995,317.5,435.5939433,0,49269,1995,52496.92878,120.5180411
4,1,1996,415.5,518.5478562,0,48716,1996,48496.16237,93.52302162
4,1,1997,400,489.939563,0,51529,1997,47667.85373,97.29333437
4,1,1998,376,576.1598975,0,48187,1998,57372.85157,99.57800224
4,1,1999,571.5,850.378121,0,46574.5,1999,51183.38532,60.18897248
4,1,2000,294,420.6273626,0,37806,2000,37791.54011,89.84565311
4,1,2001,489,655.6125108,0,47929,2001,47492.2287,72.43947899
4,1,2002,98,140.0352779,0,13180.65,2002,12762.29831,91.1363087
4,1,2003,717,1027.018928,0,61398,2003,62579.57339,60.93322305
4,1,2004,120,200.8428326,0,6096,2004,6860.225391,34.15718302
4,1,2005,59,88.23387416,0,1551,2005,1556.516361,17.64080265
4,1,2006,1,1.384392819,0,55,2006,55.08152136,39.78749428
4,1,2007,1,1.059264801,0,15,2007,10.91176696,10.30126457
4,1,2008,5,7.300064862,0,1160,2008,1168.456666,160.0611348
4,1,2009,0,0,0,0,2009,0,
4,1,2010,2,3.786653236,0,185,2010,275.4313156,72.7374012
4,1,2011,4,6.66102813,0,285,2011,269.7574472,40.4978694
4,1,2012,39,68.06099003,0,2217.107,2012,2617.587711,38.45944219
4,1,2013,26,36.83853102,0,5075,2013,5118.626119,138.9476176
4,1,2014,31,50.6982009,0,4106,2014,4504.999334,88.85915582
4,1,2015,24,43.11370124,0,4389.95,2015,4736.292898,109.855864
4,1,2016,48,78.53914038,0,5749,2016,6231.714697,79.34533872
4,1,2017,64,171.6705679,0,15285.55,2017,18473.88612,107.612425
4,1,2018,171.5,547.1847086,0,31432.8,2018,42528.10608,77.72166402
4,2,1982,0,0,0,0,1982,0,
4,2,1983,0,0,0,0,1983,0,
4,2,1984,0,0,0,0,1984,0,
4,2,1985,3,3.24095304,0,188,1985,221.9870636,68.49437832
4,2,1986,3,2.866580892,0,160,1986,179.4945392,62.61624773
4,2,1987,11,15.75364487,0,252,1987,321.2274315,20.39067367
4,2,1988,2,1.519516331,0,75,1988,81.18738434,53.42975439
4,2,1989,1,0.184497294,0,10,1989,1.804306383,9.779581821
4,2,1990,3,5.497742243,0,260,1990,388.1121409,70.59482308
4,2,1991,134,226.9263644,0,18421,1991,24232.14877,106.7841934
4,2,1992,3,262.097778,0,25,1992,1836.978818,7.008753879
4,2,1993,55,186.5757146,0,4150.6,1993,9993.483515,53.56261687
4,2,1994,45,178.184942,0,4032,1994,11671.38491,65.50152205
4,2,1995,15,1.397836507,0,1490,1995,93.82750176,67.12337337
4,2,1996,520,945.1726549,0,72366,1996,109993.9237,116.3744244
4,2,1997,22,131.7005763,0,2604,1997,10778.52915,81.84116916
4,2,1998,8,34.96497424,0,505,1998,1538.065516,43.98875017
4,2,1999,0,0,0,0,1999,2154.697428,
4,2,2000,0,0,0,0,2000,0,
4,2,2001,2,13.45373789,0,105,2001,425.6384536,31.63718939
4,2,2002,0,0,0,0,2002,0,
4,2,2003,6,71.37514315,0,188,2003,1469.387659,20.58682608
4,2,2004,1,1.824622152,0,20,2004,21.99082537,12.05226263
4,2,2005,0,0,0,0,2005,0,
4,2,2006,0,0,0,0,2006,30.43712073,
4,2,2007,0,0,0,0,2007,0,
4,2,2008,0,0,0,0,2008,0,
4,2,2009,0,0,0,0,2009,0,
4,2,2010,0,0,0,0,2010,0,
4,2,2011,0,0,0,0,2011,0,
4,2,2012,0,0,0,0,2012,0,
4,2,2013,0,0,0,0,2013,0,
4,2,2014,0,0,0,0,2014,0,
4,2,2015,0,0,0,0,2015,0,
4,2,2016,0,0,0,0,2016,0,
4,2,2017,0,0,0,0,2017,0.001058017,
4,2,2018,0,0,0,0,2018,0,
5,1,1982,22.5,242.1028528,0,756,1982,7393.479046,30.53858705
5,1,1983,0,0,0,0,1983,0,
5,1,1984,59,212.3399214,0,1592.5,1984,5820.6708,27.41204179
5,1,1985,26,139.245265,0,636,1985,3003.864734,21.57247311
5,1,1986,4,4.211293958,0,92,1986,108.1763629,25.68720304
5,1,1987,7,63.70897908,0,210,1987,1713.486719,26.89552938
5,1,1988,0,0,0,0,1988,0,
5,1,1989,1,31.00106518,0,50,1989,1587.271631,51.20055139
5,1,1990,4,0,0,205,1990,0,
5,1,1991,1,19.46954359,0,80,1991,1168.060634,59.9942484
5,1,1992,0,0,0,0,1992,1098.75449,
5,1,1993,2,28.53514209,0,20,1993,249.7101662,8.750969784
5,1,1994,0,0,0,0,1994,2754.255159,
5,1,1995,98,1915.174025,0,9585,1995,152269.0664,79.50664762
5,1,1996,10,441.4076059,0,394,1996,14550.73506,32.96439588
5,1,1997,0,0,0,0,1997,8615.311212,
5,1,1998,9,93.21701233,0,350,1998,2906.607512,31.18108422
5,1,1999,0,0,0,0,1999,144.7797774,
5,1,2000,2,4.699148063,0,175,2000,288.2495725,61.3408151
5,1,2001,0,0,0,0,2001,1677.998167,
5,1,2002,1,0.619752675,0,15,2002,8.341198411,13.45891473
5,1,2003,2,19.04170235,0,6,2003,43.88497599,2.304677134
5,1,2004,0,0,0,0,2004,0,
5,1,2005,0,0,0,0,2005,0,
5,1,2006,0,0,0,0,2006,0,
5,1,2007,0,0,0,0,2007,4.242564843,
5,1,2008,0,0,0,0,2008,0,
5,1,2009,0,0,0,0,2009,0,
5,1,2010,0,0,0,0,2010,0,
5,1,2011,1,0,0,50,2011,0,
5,1,2012,3,0,0,239,2012,0,
5,1,2013,0,0,0,0,2013,0,
5,1,2014,2,0,0,0.003,2014,0,
5,1,2015,2,0,0,0.006,2015,0,
5,1,2016,0,0,0,0,2016,0,
5,1,2017,0,0,0,0,2017,0,
5,1,2018,0,0,0,0,2018,0,
5,2,1982,0,0,0,0,1982,0,
5,2,1983,0,0,0,0,1983,0,
5,2,1984,0,0,0,0,1984,0,
5,2,1985,0,0,0,0,1985,0,
5,2,1986,7,8.218659547,0,492.5,1986,519.4367614,63.20212662
5,2,1987,0,0,0,0,1987,0,
5,2,1988,0,0,0,0,1988,0,
5,2,1989,0,0,0,0,1989,1315.529243,
5,2,1990,0,0,0,0,1990,373.8978993,
5,2,1991,0,0,0,0,1991,0,
5,2,1992,0,0,0,0,1992,0,
5,2,1993,0,0,0,0,1993,336.3580731,
5,2,1994,0,0,0,0,1994,2.973307842,
5,2,1995,25,0.073836934,0,2057,1995,5.006438435,67.80398596
5,2,1996,1,163.1620267,0,85,1996,13019.64984,79.79583303
5,2,1997,0,0,0,0,1997,2156.525057,
5,2,1998,3.5,2.538706464,0,165,1998,103.3117684,40.69464898
5,2,1999,0,0,0,0,1999,0.267022442,
5,2,2000,0,0,0,0,2000,15.17747559,
5,2,2001,0,0,0,0,2001,0,
5,2,2002,0,0,0,0,2002,0,
5,2,2003,0,0,0,0,2003,0,
5,2,2004,0,0,0,0,2004,0,
5,2,2005,0,0,0,0,2005,0,
5,2,2006,0,0,0,0,2006,0,
5,2,2007,0,0,0,0,2007,0,
5,2,2008,0,0,0,0,2008,0,
5,2,2009,0,0,0,0,2009,0,
5,2,2010,0,0,0,0,2010,0,
5,2,2011,0,0,0,0,2011,0,
5,2,2012,0,0,0,0,2012,0,
5,2,2013,0,0,0,0,2013,0,
5,2,2014,0,0,0,0,2014,0,
5,2,2015,0,0,0,0,2015,0,
5,2,2016,0,0,0,0,2016,0,
5,2,2017,0,0,0,0,2017,0,
5,2,2018,0,0,0,0,2018,0,
6,1,1982,50,142.2229006,0,452.96,1982,3240.922654,22.78762872
6,1,1983,15,9.400082044,0,230.5,1983,363.7423137,38.69565308
6,1,1984,94,45.69305673,0,610.35,1984,735.3622532,16.09352286
6,1,1985,83,29.44657466,0,1090.01,1985,973.3576734,33.05503898
6,1,1986,847,436.746075,0,9637.75,1986,12020.23051,27.5222405
6,1,1987,116,42.21372379,0,1159.17,1987,1091.215599,25.84978299
6,1,1988,181,68.52318778,0,2320.7,1988,2114.382019,30.85644564
6,1,1989,155.5,42.14345835,0,1474.2,1989,896.7196661,21.27779023
6,1,1990,63,24.22095697,0,520.75,1990,484.5403748,20.00500539
6,1,1991,20,1.35495408,0,103.4,1991,16.99834022,12.54532569
6,1,1992,445,197.0089645,0,4408.3,1992,4270.260498,21.67546288
6,1,1993,431,255.877873,0,3498.55,1993,4392.69089,17.16713852
6,1,1994,239,97.73888019,0,3737.53,1994,3221.983267,32.9652157
6,1,1995,109.5,49.56155654,0,2148.21,1995,1828.711707,36.89778601
6,1,1996,75.5,48.03170857,0,948.3,1996,1167.879841,24.3147678
6,1,1997,114,52.32521838,0,2018,1997,2193.592554,41.92228188
6,1,1998,66,26.32428175,0,993,1998,939.2575208,35.68027154
6,1,1999,11,0,0,108.55,1999,0,
6,1,2000,50,0,0,908,2000,0,
6,1,2001,29,1.028652809,0,353.5,2001,26.30241349,25.56976782
6,1,2002,111,13.39808116,0,1898,2002,492.7034838,36.77418265
6,1,2003,74,6.207406222,0,612,2003,110.6633052,17.82762417
6,1,2004,29,27.19427903,0,335,2004,570.792103,20.98941849
6,1,2005,17,10.2624803,0,260,2005,258.8974748,25.22757339
6,1,2006,29,5.254969733,0,494.5,2006,160.1124517,30.46876762
6,1,2007,36,0,0,753,2007,0,
6,1,2008,21,0,0,457,2008,0,
6,1,2009,12,0,0,197.2,2009,0,
6,1,2010,15,0,0,87,2010,0,
6,1,2011,32,18.30075208,0,473.7,2011,489.4616537,26.74543929
6,1,2012,22,13.0383237,0,218.9,2012,213.4161717,16.36837501
6,1,2013,12,8.080243041,0,60,2013,72.14929803,8.929099987
6,1,2014,9,3.772458981,0,72.505,2014,64.70440742,17.15178555
6,1,2015,11,5.475229523,0,219.7,2015,197.4974163,36.07107527
6,1,2016,10,5.828578723,0,112,2016,122.9876467,21.10079533
6,1,2017,0,0,0,0,2017,0.000801884,
6,1,2018,0,0,0,0,2018,0.013999953,
6,2,1982,0,0,0,0,1982,457.2039213,
6,2,1983,0,0,0,0,1983,0,
6,2,1984,8,4.493356064,0,32.5,1984,55.35050831,12.31830007
6,2,1985,94,35.36143178,0,1067.4,1985,953.1673843,26.95499974
6,2,1986,59,32.23726083,0,961.25,1986,1198.873864,37.18907355
6,2,1987,4,2.642843912,0,76,1987,71.54462722,27.07107556
6,2,1988,53,21.70328934,0,671.2,1988,611.5280781,28.17674633
6,2,1989,4,1.383059735,0,18.8,1989,12.33764982,8.920547328
6,2,1990,0,0,0,0,1990,14.04551231,
6,2,1991,9,0,0,50,1991,0,
6,2,1992,255,0.291985648,0,2556.38,1992,6.330849519,21.68205721
6,2,1993,114,9.551788866,0,647.5,1993,97.38163614,10.19512026
